価格,占有面積,所在地,バルコニー,沿線・駅,間取り,築年月,地下鉄,市電,ＪＲ,徒歩,バス,停歩
2680,90.47,北海道札幌市西区二十四軒三条４,16.7,地下鉄東西線「二十四軒」徒歩4分,2LDK,2005/11,1,0,0,4,,,
2680,65.4,北海道札幌市中央区南十一条西１３,14.93,札幌市電「西線１１条」徒歩3分,2LDK,2015/2,0,1,0,3,,,
2680,85.17,北海道札幌市豊平区豊平六条６,12.07,地下鉄東豊線「学園前」徒歩1分,3LDK,1999/6,1,0,0,1,,,
2690,93.03,北海道札幌市中央区北三条東１２,38.91,ＪＲ函館本線「苗穂」徒歩1分,4LDK,1997/10,0,0,1,1,,,
2690,93.03,北海道札幌市中央区北三条東１２,38.91,ＪＲ函館本線「苗穂」徒歩1分,4LDK,1997/10,0,0,1,1,,,
2690,93.03,北海道札幌市中央区北三条東１３,38.91,ＪＲ函館本線「苗穂」徒歩2分,4LDK,1997/10,0,0,1,2,,,
2690,112.01,北海道札幌市中央区南七条西２６,18.49,地下鉄東西線「円山公園」徒歩12分,4LDK,1997/2,1,0,0,12,,,
2690,103.84,北海道札幌市豊平区月寒西一条３,24.14,地下鉄東豊線「美園」徒歩5分,3LDK,2001/6,1,0,0,5,,,
2690,103.84,北海道札幌市豊平区月寒西一条３,24.14,地下鉄東豊線「美園」徒歩5分,3LDK+2S（納戸）,2001/6,1,0,0,5,,,
2730,59.81,北海道札幌市中央区南七条東１,13.18,地下鉄東豊線「豊水すすきの」徒歩3分,2LDK,2015/9,1,0,0,3,,,
2730,101.47,北海道札幌市白石区本通１９丁目南,22.11,地下鉄東西線「南郷１８丁目」徒歩3分,4LDK,2000/4,1,0,0,3,,,
2740,88.39,北海道札幌市白石区東札幌二条１,18.2,地下鉄東西線「東札幌」徒歩5分,3LDK,2008/2,1,0,0,5,,,
2750,77.52,北海道札幌市西区二十四軒四条７,11.77,地下鉄東西線「琴似」徒歩7分,3LDK,2002/1,1,0,0,7,,,
2750,105.46,北海道札幌市豊平区平岸一条１０,41.3,地下鉄南北線「平岸」徒歩8分,4LDK,2004/12,1,0,0,8,,,
2780,74.55,北海道札幌市豊平区豊平四条１２,15.43,地下鉄東豊線「豊平公園」徒歩8分,3LDK,2015/4,1,0,0,8,,,
2780,104.91,北海道札幌市西区山の手一条１１,11.29,地下鉄東西線「西２８丁目」バス10分停歩3分,4LDK+S（納戸）,2007/4,1,0,0,,10,3,
2780,80.75,北海道札幌市中央区南一条西２１,12.79,地下鉄東西線「西１８丁目」徒歩4分,3LDK+S（納戸）,1999/3,1,0,0,4,,,
2780,80.75,北海道札幌市中央区南一条西２１-２番１号,12.79,地下鉄東西線「西１８丁目」徒歩4分,3LDK+S（納戸）,1999/3,1,0,0,4,,,
2780,80.42,北海道札幌市豊平区月寒中央通６-3-23,17.73,地下鉄東豊線「月寒中央」徒歩1分,3LDK,2005/9,1,0,0,1,,,
2780,85.71,北海道札幌市豊平区豊平六条６-5-40,12.07,地下鉄東豊線「学園前」徒歩1分,3LDK,1999/6,1,0,0,1,,,
2780,85.47,北海道札幌市中央区北二条西１３,34.83,地下鉄東西線「西１１丁目」徒歩9分,3LDK,2006/2,1,0,0,9,,,
2780,95.52,北海道札幌市中央区宮の森三条７,11.49,地下鉄東西線「西２８丁目」徒歩12分,3LDK,2004/3,1,0,0,12,,,
2780,75,北海道札幌市中央区南三条西６,10.89,地下鉄南北線「すすきの」徒歩5分,3LDK,1998/3,1,0,0,5,,,
2780,91.72,北海道札幌市北区北十二条西１-2-20,6.65,地下鉄南北線「北１２条」徒歩4分,4LDK,1988/12,1,0,0,4,,,
2780,75,北海道札幌市中央区南三条西６-３－２,10.89,地下鉄南北線「すすきの」徒歩5分,3LDK,1998/3,1,0,0,5,,,
2780,75,北海道札幌市中央区南三条西６-3-2,10.89,地下鉄南北線「すすきの」徒歩6分,3LDK,1998/3,1,0,0,6,,,
2780,86.82,北海道札幌市中央区北二条東９,20.17,ＪＲ函館本線「苗穂」徒歩9分,3LDK,2009/6,0,0,1,9,,,
2780,100.83,北海道札幌市豊平区豊平四条２,21.6,地下鉄東豊線「学園前」徒歩9分,4LDK,2002/11,1,0,0,9,,,
2780,107.58,北海道札幌市中央区北六条西２８,19.76,地下鉄東西線「西２８丁目」徒歩2分,4LDK,1989/2,1,0,0,2,,,
2780,75.58,北海道札幌市中央区南十八条西１４,23.2,札幌市電「西線１６条」徒歩3分,3LDK,2009/2,0,1,0,3,,,
2780,99.97,北海道札幌市厚別区大谷地東５,23.6,地下鉄東西線「大谷地」徒歩3分,4LDK,2002/8,1,0,0,3,,,
2780,85.17,北海道札幌市豊平区豊平六条６-５－４０,12.07,地下鉄東豊線「学園前」徒歩1分,3LDK,1996/6,1,0,0,1,,,
2780,98.8,北海道札幌市中央区南十二条西２３,33.79,地下鉄東西線「円山公園」バス9分停歩3分,4LDK,2005/10,1,0,0,,9,3,
2780,75,北海道札幌市中央区南三条西６,10.89,地下鉄南北線「すすきの」徒歩6分,3LDK,1998/3,1,0,0,6,,,
2780,35.72,北海道札幌市中央区南三条西５,4.05,地下鉄東西線「大通」徒歩6分,1LDK,2017/12,1,0,0,6,,,
2780,81.32,北海道札幌市北区北二十六条西５,20.53,地下鉄南北線「北２４条」徒歩6分,3LDK,2011/9,1,0,0,6,,,
2780,93.2,北海道札幌市中央区南十七条西４,36.91,地下鉄南北線「幌平橋」徒歩4分,3LDK,2002/2,1,0,0,4,,,
2780,79.17,北海道札幌市白石区菊水八条４,18.67,地下鉄東西線「東札幌」徒歩7分,2LDK,2007/11,1,0,0,7,,,
2780,97.85,北海道札幌市中央区北八条西２２,24.54,地下鉄東西線「西２８丁目」徒歩10分,4LDK,1997/10,1,0,0,10,,,
2780,119.02,北海道札幌市西区山の手一条１１-5-7,6.4,地下鉄東西線「西２８丁目」バス10分停歩3分,3LDK,2007/4,1,0,0,,10,3,
2780,158.78,北海道札幌市西区山の手四条９,-,地下鉄東西線「琴似」バス7分停歩4分,3LDK,2006/3,1,0,0,,7,4,
2780,85.17,北海道札幌市豊平区豊平六条６,12.07,地下鉄東豊線「学園前」徒歩1分,3LDK,1999/6,1,0,0,1,,,
2780,75,北海道札幌市中央区南三条西６,10.89,札幌市電「資生館小学校前」徒歩2分,3LDK,1998/3,0,1,0,2,,,
2790,81.25,北海道札幌市西区発寒九条１２,14.4,ＪＲ函館本線「発寒」徒歩2分,3LDK,2009/3,0,0,1,2,,,
2790,120.31,北海道札幌市中央区南十七条西１３,16,札幌市電「西線１６条」徒歩4分,4LDK,1998/2,0,1,0,4,,,
2798,101.31,北海道札幌市西区山の手一条４,4.58,地下鉄東西線「琴似」徒歩14分,4LDK+S（納戸）,2008/7,1,0,0,14,,,
2800,105.57,北海道札幌市西区琴似一条７-3-20,50.46,地下鉄東西線「琴似」徒歩6分,4LDK,1997/11,1,0,0,6,,,
2820,77.23,北海道札幌市厚別区厚別南１,18.66,地下鉄東西線「ひばりが丘」徒歩1分,3LDK,2014/4,1,0,0,1,,,
2850,86.48,北海道札幌市中央区北七条西１３,13.27,ＪＲ函館本線「桑園」徒歩5分,3LDK+S（納戸）,2005/11,0,0,1,5,,,
2850,98.8,北海道札幌市中央区南十二条西２３,33.79,地下鉄東西線「円山公園」バス10分停歩3分,3LDK,2005/10,1,0,0,,10,3,
2850,98.7,北海道札幌市中央区北九条西１７,11.12,ＪＲ函館本線「桑園」徒歩5分,4LDK,1992/11,0,0,1,5,,,
2850,103.03,北海道札幌市中央区北十一条西１７,28.16,ＪＲ函館本線「桑園」徒歩5分,3LDK,2003/9,0,0,1,5,,,
2860,123.68,北海道札幌市中央区宮の森二条５,9.81,地下鉄東西線「西２８丁目」徒歩6分,2LDK,1991/3,1,0,0,6,,,
2860,123.68,北海道札幌市中央区宮の森二条５,-,地下鉄東西線「西２８丁目」徒歩6分,2LDK,1991/3,1,0,0,6,,,
2860,123.68,北海道札幌市中央区宮の森二条５-1-10,9.81,地下鉄東西線「西２８丁目」徒歩6分,2LDK,1991/3,1,0,0,6,,,
2878,132.12,北海道札幌市東区北四十二条東１８-1-15,79.3,地下鉄東豊線「栄町」徒歩8分,4LDK,2004/3,1,0,0,8,,,
2880,72,北海道札幌市中央区南十七条西１６,17.92,札幌市電「西線１６条」徒歩2分,3LDK,2015/5,0,1,0,2,,,
2880,92.29,北海道札幌市豊平区豊平六条３,16.11,地下鉄東豊線「学園前」徒歩4分,4LDK,1997/7,1,0,0,4,,,
2880,92.29,北海道札幌市豊平区豊平六条３,16.11,地下鉄東豊線「学園前」徒歩4分,4LDK,1997/7,1,0,0,4,,,
2880,92.29,北海道札幌市豊平区豊平六条３,16.11,地下鉄東豊線「学園前」徒歩4分,4LDK,1997/7,1,0,0,4,,,
2880,92.29,北海道札幌市豊平区豊平六条３-２－３５,16.11,地下鉄東豊線「学園前」徒歩4分,4LDK,1997/7,1,0,0,4,,,
2880,92.29,北海道札幌市豊平区豊平六条３,16.11,地下鉄東豊線「学園前」徒歩4分,4LDK,1997/7,1,0,0,4,,,
2880,92.29,北海道札幌市豊平区豊平六条３,16.11,地下鉄東豊線「学園前」徒歩4分,4LDK,1997/7,1,0,0,4,,,
2880,107.23,北海道札幌市中央区南五条西２０-1-50,21.6,地下鉄東西線「西１８丁目」徒歩7分,5LDK,2001/9,1,0,0,7,,,
2880,92.29,北海道札幌市豊平区豊平六条３,16.11,地下鉄東豊線「学園前」徒歩4分,4LDK,1997/7,1,0,0,4,,,
2880,107.76,北海道札幌市厚別区大谷地東３,29.83,地下鉄東西線「大谷地」徒歩5分,2LDK,1988/11,1,0,0,5,,,
2880,92.29,北海道札幌市豊平区豊平六条３,16.11,地下鉄東豊線「学園前」徒歩4分,4LDK,1997/7,1,0,0,4,,,
2880,93.8,北海道札幌市中央区南七条西１-20-1,13.3,地下鉄東豊線「豊水すすきの」徒歩3分,2LDK,2006/3,1,0,0,3,,,
2880,52.28,北海道札幌市東区北八条東１,3.68,地下鉄東豊線「さっぽろ」徒歩6分,2LDK,2016/9,1,0,0,6,,,
2880,83.65,北海道札幌市白石区菊水三条５,15.53,地下鉄東西線「東札幌」徒歩6分,3LDK,2013/2,1,0,0,6,,,
2880,97.33,北海道札幌市中央区南三条西１２,28.52,地下鉄東西線「西１１丁目」徒歩7分,4LDK,2001/6,1,0,0,7,,,
2880,105.95,北海道札幌市中央区南十一条西１５,8.75,札幌市電「西線１１条」徒歩1分,3LDK,2000/10,0,1,0,1,,,
2880,107.23,北海道札幌市中央区南五条西２０,21.6,地下鉄東西線「西１８丁目」徒歩7分,5LDK,2001/9,1,0,0,7,,,
2880,52.28,北海道札幌市東区北八条東１-２－１０,3.68,地下鉄東豊線「さっぽろ」徒歩6分,2LDK,2016/9,1,0,0,6,,,
2880,92.29,北海道札幌市豊平区豊平六条３,16.11,地下鉄東豊線「学園前」徒歩4分,4LDK,1997/7,1,0,0,4,,,
2880,92.29,北海道札幌市豊平区豊平六条３,16.11,地下鉄東豊線「学園前」徒歩4分,4LDK,1997/7,1,0,0,4,,,
2890,92.4,北海道札幌市中央区南二十二条西１４,22.95,札幌市電「電車事業所前」徒歩2分,3LDK,2002/10,0,1,0,2,,,
2890,92.4,北海道札幌市中央区南二十二条西１４,22.95,札幌市電「電車事業所前」徒歩2分,3LDK,2002/10,0,1,0,2,,,
2890,92.4,北海道札幌市中央区南二十二条西１４,22.95,札幌市電「電車事業所前」徒歩2分,3LDK,2002/10,0,1,0,2,,,
2890,92.4,北海道札幌市中央区南二十二条西１４-1-25,22.95,札幌市電「電車事業所前」徒歩2分,3LDK+S（納戸）,2002/10,0,1,0,2,,,
2890,92.4,北海道札幌市中央区南二十二条西１４,22.95,札幌市電「電車事業所前」徒歩2分,3LDK,2002/10,0,1,0,2,,,
2890,92.4,北海道札幌市中央区南二十二条西１４,22.95,札幌市電「電車事業所前」徒歩2分,3LDK,2002/10,0,1,0,2,,,
2890,92.4,北海道札幌市中央区南二十二条西１４,22.95,札幌市電「電車事業所前」徒歩2分,3LDK,2002/10,0,1,0,2,,,
2890,92.4,北海道札幌市中央区南二十二条西１４,22.95,札幌市電「電車事業所前」徒歩2分,3LDK,2002/10,0,1,0,2,,,
2890,92.4,北海道札幌市中央区南二十二条西１４,22.95,札幌市電「電車事業所前」徒歩2分,3LDK+S（納戸）,2002/10,0,1,0,2,,,
2890,92.4,北海道札幌市中央区南二十二条西１４,22.95,札幌市電「電車事業所前」徒歩2分,3LDK+S（納戸）,2002/10,0,1,0,2,,,
2898,132.12,北海道札幌市東区北四十二条東１８,79.3,地下鉄東豊線「栄町」徒歩8分,4LDK,2004/3,1,0,0,8,,,
2900,69.09,北海道札幌市中央区北一条東３,11.82,地下鉄東西線「バスセンター前」徒歩4分,2LDK,2008/11,1,0,0,4,,,
2940,102.73,北海道札幌市北区新琴似五条２-１－３,10.88,地下鉄南北線「麻生」徒歩10分,3LDK+S（納戸）,1993/7,1,0,0,10,,,
2950,98.36,北海道札幌市中央区宮の森三条１０,23.31,地下鉄東西線「西２８丁目」徒歩15分,2LDK+S（納戸）,2007/9,1,0,0,15,,,
2950,81.29,北海道札幌市中央区北二条西１３,17.01,地下鉄東西線「西１１丁目」徒歩9分,3LDK+S（納戸）,2012/1,1,0,0,9,,,
2950,98.57,北海道札幌市東区北三十三条東１５,23.37,地下鉄東豊線「新道東」徒歩1分,4LDK,2003/11,1,0,0,1,,,
2950,95.85,北海道札幌市中央区北六条西１２,13.05,ＪＲ函館本線「桑園」徒歩8分,4LDK,2006/7,0,0,1,8,,,
2980,100,北海道札幌市中央区南十七条西１４,27.67,札幌市電「西線１６条」徒歩1分,4LDK,2001/6,0,1,0,1,,,
2980,83.95,北海道札幌市中央区北五条西２３,19.44,地下鉄東西線「西２８丁目」徒歩8分,4LDK,2008/1,1,0,0,8,,,
2980,70.15,北海道札幌市中央区北四条西１２,18.72,地下鉄東西線「西１１丁目」徒歩9分,2LDK,2005/10,1,0,0,9,,,
2980,92.29,北海道札幌市豊平区豊平六条３,16.11,地下鉄東豊線「学園前」徒歩4分,4LDK,1997/7,1,0,0,4,,,
2980,100.81,北海道札幌市豊平区豊平一条３,18.65,地下鉄東西線「菊水」徒歩5分,4LDK,2007/3,1,0,0,5,,,
2980,91,北海道札幌市中央区北二条西２３-１－２８,21.74,地下鉄東西線「円山公園」徒歩8分,4LDK,2001/9,1,0,0,8,,,
2980,87.39,北海道札幌市東区北五条東１２-１６－３,24.39,ＪＲ函館本線「苗穂」徒歩9分,3LDK,1995/2,0,0,1,9,,,
2980,100,北海道札幌市中央区南十七条西１４-1-20,27.67,札幌市電「西線１６条」徒歩2分,4LDK,2001/6,0,1,0,2,,,
2980,87.39,北海道札幌市東区北五条東１２-16-3,24.89,ＪＲ函館本線「苗穂」徒歩9分,3LDK,1995/2,0,0,1,9,,,
2980,87.39,北海道札幌市東区北五条東１２,24.89,ＪＲ函館本線「苗穂」徒歩9分,3LDK,1995/2,0,0,1,9,,,
2980,119.51,北海道札幌市中央区南十八条西１７,-,札幌市電「西線１６条」徒歩7分,5LDK,2001/3,0,1,0,7,,,
2980,70.15,北海道札幌市北区北二十条西５,7.69,地下鉄南北線「北１８条」徒歩7分,3LDK,2015/1,1,0,0,7,,,
2980,97.16,北海道札幌市中央区北三条西２４,15.84,地下鉄東西線「西２８丁目」徒歩7分,4LDK,2001/3,1,0,0,7,,,
2980,108.92,北海道札幌市白石区南郷通１４丁目北,21.84,地下鉄東西線「南郷１３丁目」徒歩2分,4LDK,2004/8,1,0,0,2,,,
2980,87.39,北海道札幌市東区北五条東１２,24.89,ＪＲ函館本線「苗穂」徒歩9分,3LDK,1995/2,0,0,1,9,,,
2980,91,北海道札幌市中央区北二条西２３,21.74,地下鉄東西線「円山公園」徒歩8分,4LDK,2001/9,1,0,0,8,,,
2980,85.38,北海道札幌市中央区南一条東３,8.23,地下鉄東西線「バスセンター前」徒歩2分,3LDK,2004/2,1,0,0,2,,,
2980,90.88,北海道札幌市中央区南十一条西１４,19.61,札幌市電「西線１１条」徒歩3分,4LDK,2011/2,0,1,0,3,,,
2980,87.39,北海道札幌市東区北五条東１２-１６－３,24.89,ＪＲ函館本線「苗穂」徒歩9分,3LDK,1995/2,0,0,1,9,,,
2980,76.58,北海道札幌市中央区南二条西２２,15,地下鉄東西線「円山公園」徒歩6分,3LDK,1999/2,1,0,0,6,,,
2980,86.32,北海道札幌市豊平区平岸一条８,21.68,地下鉄南北線「平岸」徒歩5分,3LDK+S（納戸）,2003/9,1,0,0,5,,,
2980,86.32,北海道札幌市豊平区平岸一条８,21.68,地下鉄南北線「平岸」徒歩5分,3LDK,2003/9,1,0,0,5,,,
2980,87.39,北海道札幌市東区北五条東１２,24.89,ＪＲ函館本線「苗穂」徒歩9分,3LDK,1995/2,0,0,1,9,,,
2980,87.39,北海道札幌市東区北五条東１２,24.89,ＪＲ函館本線「苗穂」徒歩4分,3LDK,1995/2,0,0,1,4,,,
2980,87.39,北海道札幌市東区北五条東１２,24.89,ＪＲ函館本線「苗穂」徒歩9分,3LDK,1995/7,0,0,1,9,,,
2980,87.39,北海道札幌市東区北五条東１２,24.89,ＪＲ函館本線「苗穂」徒歩9分,3LDK,1995/2,0,0,1,9,,,
2980,86.32,北海道札幌市豊平区平岸一条８,21.68,地下鉄南北線「平岸」徒歩5分,3LDK,2003/9,1,0,0,5,,,
2980,86.32,北海道札幌市豊平区平岸一条８,21.68,地下鉄南北線「平岸」徒歩5分,3LDK+S（納戸）,2003/9,1,0,0,5,,,
2980,86.32,北海道札幌市豊平区平岸一条８,21.68,地下鉄南北線「平岸」徒歩5分,3LDK,2003/11,1,0,0,5,,,
2980,86.32,北海道札幌市豊平区平岸一条８,21.68,地下鉄南北線「平岸」徒歩5分,3LDK,2003/9,1,0,0,5,,,
2980,86.32,北海道札幌市豊平区平岸一条８,21.68,地下鉄南北線「平岸」徒歩7分,3LDK,2003/9,1,0,0,7,,,
2990,92.4,北海道札幌市中央区南二十二条西１４-１－２５,22.95,札幌市電「電車事業所前」徒歩2分,3LDK,2002/10,0,1,0,2,,,
2990,56.7,北海道札幌市中央区南二条西２１,7,地下鉄東西線「西１８丁目」徒歩5分,2LDK,2013/10,1,0,0,5,,,
2990,92.4,北海道札幌市中央区南二十二条西１４-1-25,22.95,札幌市電「電車事業所前」徒歩1分,3LDK,2002/10,0,1,0,1,,,
2990,102.75,北海道札幌市豊平区平岸二条１４,18.2,地下鉄南北線「南平岸」徒歩5分,4LDK,2005/10,1,0,0,5,,,
2990,102.75,北海道札幌市豊平区平岸二条１４,18.2,地下鉄南北線「南平岸」徒歩5分,4LDK,2005/10,1,0,0,5,,,
2990,102.75,北海道札幌市豊平区平岸二条１４,18.2,地下鉄南北線「南平岸」徒歩5分,4LDK,2005/10,1,0,0,5,,,
2990,99.49,北海道札幌市豊平区豊平一条３,22.09,地下鉄東西線「菊水」徒歩5分,4LDK,2007/9,1,0,0,5,,,
2990,90.35,北海道札幌市西区八軒五条東４,19.88,ＪＲ札沼線「八軒」徒歩4分,3LDK,2008/1,0,0,1,4,,,
2990,102.75,北海道札幌市豊平区平岸二条１４,18.2,地下鉄南北線「南平岸」徒歩5分,4LDK,2005/10,1,0,0,5,,,
2990,102.75,北海道札幌市豊平区平岸二条１４-1-13,18.2,地下鉄南北線「南平岸」徒歩5分,4LDK,2005/10,1,0,0,5,,,
2990,102.75,北海道札幌市豊平区平岸二条１４,18.2,地下鉄南北線「南平岸」徒歩7分,4LDK+S（納戸）,2005/10,1,0,0,7,,,
2998,134.9,北海道札幌市東区北四十二条東１８-１－１５,13.94,地下鉄東豊線「栄町」徒歩4分,4LDK,2004/3,1,0,0,4,,,
2998,93.24,北海道札幌市豊平区平岸一条１０,25.63,地下鉄南北線「平岸」徒歩10分,4LDK,2008/6,1,0,0,10,,,
3050,98.37,北海道札幌市白石区菊水七条３,17.7,地下鉄東西線「菊水」徒歩10分,4LDK,2007/9,1,0,0,10,,,
3070,93.9,北海道札幌市東区北六条東６,23.94,地下鉄東豊線「さっぽろ」徒歩12分,3LDK,2009/1,1,0,0,12,,,
3070,93.9,北海道札幌市東区北六条東６-１番２号,23.94,地下鉄東豊線「さっぽろ」徒歩15分,3LDK,2009/1,1,0,0,15,,,
3080,88.66,北海道札幌市中央区宮の森一条８,10.46,地下鉄東西線「西２８丁目」徒歩7分,3LDK,2005/9,1,0,0,7,,,
3080,93.9,北海道札幌市東区北六条東６,23.94,地下鉄東豊線「さっぽろ」徒歩12分,3LDK,2009/1,1,0,0,12,,,
3080,106.75,北海道札幌市白石区東札幌一条３-2-2,26.13,地下鉄東西線「東札幌」徒歩4分,4LDK,2006/1,1,0,0,4,,,
